,additional_charges,dropoff_census_tract,dropoff_centroid_latitude,dropoff_centroid_location,dropoff_centroid_longitude,dropoff_community_area,fare,pickup_census_tract,pickup_centroid_latitude,pickup_centroid_location,pickup_centroid_longitude,pickup_community_area,shared_trip_authorized,tip,trip_end_timestamp,trip_id,trip_miles,trip_seconds,trip_start_timestamp,trip_total,trips_pooled
1830,2.55,,41.8237128095,"{u'type': u'Point', u'coordinates': [-87.6023504372, 41.8237128095]}",-87.6023504372,36,15,,41.8785943576,"{u'type': u'Point', u'coordinates': [-87.7302324284, 41.8785943576]}",-87.7302324284,26,False,0,2019-12-31T23:45:00.000,58ffe48a79e9649dfc7aaaa44189f1e2a963520d,10.144537,1089,2019-12-31T23:30:00.000,17.55,1
1831,2.55,17031081403,41.8909220259,"{u'type': u'Point', u'coordinates': [-87.6188683546, 41.8909220259]}",-87.6188683546,8,5,17031081401,41.8950334495,"{u'type': u'Point', u'coordinates': [-87.6197106717, 41.8950334495]}",-87.6197106717,8,False,0,2019-12-31T23:30:00.000,5907ccc48350c402ca54df939499e8b9afe56ce4,0.598218,772,2019-12-31T23:30:00.000,7.55,1
1832,2.55,,,,,,20,17031410100,41.8012268363,"{u'type': u'Point', u'coordinates': [-87.5853031602, 41.8012268363]}",-87.5853031602,41,True,0,2020-01-01T00:00:00.000,58d5700922e055be7d5e3b9a37f221ceb9d8a046,14.523756,1666,2019-12-31T23:30:00.000,22.55,1
1833,2.85,17031050300,41.9576519161,"{u'type': u'Point', u'coordinates': [-87.6915302475, 41.9576519161]}",-87.6915302475,5,20,17031081100,41.9002212967,"{u'type': u'Point', u'coordinates': [-87.6291051864, 41.9002212967]}",-87.6291051864,8,False,5,2019-12-31T23:45:00.000,58b93b25a1a54bbfc1a9affea4e28caa8f324909,6.273483,1151,2019-12-31T23:30:00.000,27.85,1
1834,2.55,17031071100,41.9217781876,"{u'type': u'Point', u'coordinates': [-87.6510618838, 41.9217781876]}",-87.6510618838,7,7.5,17031063100,41.938232293,"{u'type': u'Point', u'coordinates': [-87.6467820813, 41.938232293]}",-87.6467820813,6,False,0,2019-12-31T23:45:00.000,58c8fd3c41c2da73af417d5920233197c7a9b0a8,1.939299,694,2019-12-31T23:30:00.000,10.05,1
1835,3.11,17031080100,41.9075200747,"{u'type': u'Point', u'coordinates': [-87.6266589003, 41.9075200747]}",-87.6266589003,8,7.5,17031071500,41.9146162864,"{u'type': u'Point', u'coordinates': [-87.6317173661, 41.9146162864]}",-87.6317173661,7,False,2,2019-12-31T23:30:00.000,58ee56e27c48327af622b30cf00c1d44194602f5,0.924024,216,2019-12-31T23:30:00.000,12.61,1
1836,2.85,17031071100,41.9217781876,"{u'type': u'Point', u'coordinates': [-87.6510618838, 41.9217781876]}",-87.6510618838,7,7.5,17031062900,41.9362371791,"{u'type': u'Point', u'coordinates': [-87.6564115308, 41.9362371791]}",-87.6564115308,6,False,0,2019-12-31T23:30:00.000,588d1632513b9e26e13e1488e562bb135da14ea0,1.461902,452,2019-12-31T23:30:00.000,10.35,1
1837,2.55,17031010701,42.0091500631,"{u'type': u'Point', u'coordinates': [-87.67861897, 42.0091500631]}",-87.67861897,1,10,17031031502,41.9636331692,"{u'type': u'Point', u'coordinates': [-87.6523653588, 41.9636331692]}",-87.6523653588,3,False,0,2019-12-31T23:45:00.000,58abb6cf4ae1837d67b7bc7ddfbbddb2f52973c3,4.610309,966,2019-12-31T23:30:00.000,12.55,1
1838,2.55,17031320100,41.8849871918,"{u'type': u'Point', u'coordinates': [-87.6209929134, 41.8849871918]}",-87.6209929134,32,10,17031832500,41.9218774613,"{u'type': u'Point', u'coordinates': [-87.6640782395, 41.9218774613]}",-87.6640782395,7,False,0,2019-12-31T23:45:00.000,18aea02293d46dc38e9bea434cf4c27dedd5a5e0,4.95135,966,2019-12-31T23:30:00.000,12.55,1
1839,2.55,17031081100,41.9002212967,"{u'type': u'Point', u'coordinates': [-87.6291051864, 41.9002212967]}",-87.6291051864,8,7.5,17031833100,41.8790669938,"{u'type': u'Point', u'coordinates': [-87.657005027, 41.8790669938]}",-87.657005027,28,False,0,2019-12-31T23:45:00.000,32f0d84ad63f33eafc80eca382e8660ddee6e6b3,2.774969,693,2019-12-31T23:30:00.000,10.05,1
1840,2.55,17031071100,41.9217781876,"{u'type': u'Point', u'coordinates': [-87.6510618838, 41.9217781876]}",-87.6510618838,7,7.5,17031061901,41.9432371225,"{u'type': u'Point', u'coordinates': [-87.6434709559, 41.9432371225]}",-87.6434709559,6,False,0,2019-12-31T23:45:00.000,0f5c839f5e37da80e90ed3777c7797abf7d175a2,3.032673,752,2019-12-31T23:30:00.000,10.05,1
1841,2.55,17031242000,41.8997373884,"{u'type': u'Point', u'coordinates': [-87.6649539167, 41.8997373884]}",-87.6649539167,24,7.5,17031831000,41.9160052737,"{u'type': u'Point', u'coordinates': [-87.6750951155, 41.9160052737]}",-87.6750951155,22,False,0,2019-12-31T23:45:00.000,32a00b67b945aa25217f74536f4848ea11fecdab,2.965651,484,2019-12-31T23:30:00.000,10.05,1
1842,2.55,17031040201,41.9725808001,"{u'type': u'Point', u'coordinates': [-87.6940010612, 41.9725808001]}",-87.6940010612,4,7.5,17031062200,41.9425851797,"{u'type': u'Point', u'coordinates': [-87.6566440918, 41.9425851797]}",-87.6566440918,6,False,2,2019-12-31T23:45:00.000,32afc8721a23855dc264b1a388ba97b3d553c486,3.611275,786,2019-12-31T23:30:00.000,12.05,1
1843,2.55,17031600600,41.8423039419,"{u'type': u'Point', u'coordinates': [-87.6555162889, 41.8423039419]}",-87.6555162889,60,10,17031410100,41.8012268363,"{u'type': u'Point', u'coordinates': [-87.5853031602, 41.8012268363]}",-87.5853031602,41,False,0,2019-12-31T23:45:00.000,58b6e4c63f0563664f41558cc8899a29ca735fdb,6.463656,799,2019-12-31T23:30:00.000,12.55,1
1844,2.55,17031030104,41.9971539428,"{u'type': u'Point', u'coordinates': [-87.6574987907, 41.9971539428]}",-87.6574987907,77,10,17031050600,41.9505456965,"{u'type': u'Point', u'coordinates': [-87.6761824959, 41.9505456965]}",-87.6761824959,5,False,0,2019-12-31T23:45:00.000,5916df2955abc527f9a4ff9f3f4eaf565a1befd3,4.130486,964,2019-12-31T23:30:00.000,12.55,1
1845,2.55,,42.001571027,"{u'type': u'Point', u'coordinates': [-87.6950125892, 42.001571027]}",-87.6950125892,2,5,,41.9751709433,"{u'type': u'Point', u'coordinates': [-87.6875155152, 41.9751709433]}",-87.6875155152,4,False,0,2019-12-31T23:30:00.000,137627a462f3441653e38b635e41ace3471e5f9d,1.791868,430,2019-12-31T23:30:00.000,7.55,1
1846,2.55,17031410100,41.8012268363,"{u'type': u'Point', u'coordinates': [-87.5853031602, 41.8012268363]}",-87.5853031602,41,10,17031330100,41.859349715,"{u'type': u'Point', u'coordinates': [-87.6173580061, 41.859349715]}",-87.6173580061,33,False,0,2019-12-31T23:45:00.000,0d051079c43696939515c1ea37fbf7d7031cc623,5.767434,644,2019-12-31T23:30:00.000,12.55,1
1847,2.55,,41.9442266014,"{u'type': u'Point', u'coordinates': [-87.6559981815, 41.9442266014]}",-87.6559981815,6,15,,41.8788655841,"{u'type': u'Point', u'coordinates': [-87.6251921424, 41.8788655841]}",-87.6251921424,32,False,3,2020-01-01T00:00:00.000,5832955539c8e78eccb58512b186579663cf8b39,6.543868,1853,2019-12-31T23:30:00.000,20.55,1
1848,2.55,17031081402,41.8919715078,"{u'type': u'Point', u'coordinates': [-87.6129454143, 41.8919715078]}",-87.6129454143,8,5,17031081300,41.8983317935,"{u'type': u'Point', u'coordinates': [-87.6207628651, 41.8983317935]}",-87.6207628651,8,False,0,2019-12-31T23:30:00.000,189faa9cdfe400312fcee920b8a34dc3ea682091,1.257453,719,2019-12-31T23:30:00.000,7.55,1
1849,9.88,,41.9867117999,"{u'type': u'Point', u'coordinates': [-87.6634164054, 41.9867117999]}",-87.6634164054,77,20,,41.8571838585,"{u'type': u'Point', u'coordinates': [-87.6203346241, 41.8571838585]}",-87.6203346241,33,False,2,2020-01-01T00:00:00.000,0f5cd0a4aac6e0c1f59ff0d5d6ca56ea44e84591,11.907817,1576,2019-12-31T23:30:00.000,31.880000000000003,1
1850,2.55,,41.9012069941,"{u'type': u'Point', u'coordinates': [-87.6763559892, 41.9012069941]}",-87.6763559892,24,7.5,,41.9477915865,"{u'type': u'Point', u'coordinates': [-87.6838349425, 41.9477915865]}",-87.6838349425,5,False,0,2019-12-31T23:45:00.000,3293887f22a296941b22a208799ac77408c55564,3.173953,712,2019-12-31T23:30:00.000,10.05,1
1851,2.55,,41.9243470769,"{u'type': u'Point', u'coordinates': [-87.7347397536, 41.9243470769]}",-87.7347397536,20,7.5,,41.9386661962,"{u'type': u'Point', u'coordinates': [-87.7112105933, 41.9386661962]}",-87.7112105933,21,False,0,2019-12-31T23:45:00.000,58ffde41d235d0495cc85a467c918ec85f0f3044,1.914557,771,2019-12-31T23:30:00.000,10.05,1
1852,2.55,17031063000,41.9363101308,"{u'type': u'Point', u'coordinates': [-87.6515625922, 41.9363101308]}",-87.6515625922,6,2.5,17031062100,41.9426918444,"{u'type': u'Point', u'coordinates': [-87.6517705068, 41.9426918444]}",-87.6517705068,6,False,0,2019-12-31T23:30:00.000,18a4927632625241e593b188cdc35de468dd0edf,0.412134,163,2019-12-31T23:30:00.000,5.05,1
1853,2.55,17031191100,41.9195645564,"{u'type': u'Point', u'coordinates': [-87.7509798603, 41.9195645564]}",-87.7509798603,19,5,17031831500,41.9275798469,"{u'type': u'Point', u'coordinates': [-87.7880088189, 41.9275798469]}",-87.7880088189,19,False,0,2019-12-31T23:30:00.000,32d76e5160a7faf9ef0c0c779a9621e97df015c1,2.357264,413,2019-12-31T23:30:00.000,7.55,1
1854,2.85,17031210100,41.9428725376,"{u'type': u'Point', u'coordinates': [-87.701330291, 41.9428725376]}",-87.701330291,21,7.5,17031160800,41.9502120955,"{u'type': u'Point', u'coordinates': [-87.7128142315, 41.9502120955]}",-87.7128142315,16,False,1,2019-12-31T23:30:00.000,1399f799c74f8839dc0d0303b68d0780ee1f03f4,1.019518,320,2019-12-31T23:30:00.000,11.35,1
1855,2.55,17031839500,41.8340973906,"{u'type': u'Point', u'coordinates': [-87.6192895188, 41.8340973906]}",-87.6192895188,35,5,17031330100,41.859349715,"{u'type': u'Point', u'coordinates': [-87.6173580061, 41.859349715]}",-87.6173580061,33,False,3,2019-12-31T23:45:00.000,1392f6159be912ca0d3d6683f37830913ed781e8,2.23342,531,2019-12-31T23:30:00.000,10.55,1
1856,2.55,,41.9012069941,"{u'type': u'Point', u'coordinates': [-87.6763559892, 41.9012069941]}",-87.6763559892,24,7.5,,41.8906088526,"{u'type': u'Point', u'coordinates': [-87.7560467111, 41.8906088526]}",-87.7560467111,25,False,0,2019-12-31T23:45:00.000,584fc3afc0836d1163348813ecd7259693edba75,4.084619,727,2019-12-31T23:30:00.000,10.05,1
1857,2.85,17031081500,41.8925077809,"{u'type': u'Point', u'coordinates': [-87.6262149064, 41.8925077809]}",-87.6262149064,8,7.5,17031081700,41.8920421365,"{u'type': u'Point', u'coordinates': [-87.6318639497, 41.8920421365]}",-87.6318639497,8,False,0,2019-12-31T23:45:00.000,5868c2c5535e288098a3be5235fff0230446fde7,0.735221,698,2019-12-31T23:30:00.000,10.35,1
1858,2.55,17031833100,41.8790669938,"{u'type': u'Point', u'coordinates': [-87.657005027, 41.8790669938]}",-87.657005027,28,7.5,17031081500,41.8925077809,"{u'type': u'Point', u'coordinates': [-87.6262149064, 41.8925077809]}",-87.6262149064,8,False,0,2019-12-31T23:45:00.000,07f3c5ba860f6b746ab02b55cdddf6e05d3d4fbb,3.352863,844,2019-12-31T23:30:00.000,10.05,1
1859,2.55,17031063302,41.9347624564,"{u'type': u'Point', u'coordinates': [-87.6398538587, 41.9347624564]}",-87.6398538587,6,2.5,17031070103,41.9268111821,"{u'type': u'Point', u'coordinates': [-87.6426052473, 41.9268111821]}",-87.6426052473,7,False,0,2019-12-31T23:30:00.000,57fe5fc475ddbae26f6321b57f644736bd2865cf,0.547808,223,2019-12-31T23:30:00.000,5.05,1
1860,2.55,17031081100,41.9002212967,"{u'type': u'Point', u'coordinates': [-87.6291051864, 41.9002212967]}",-87.6291051864,8,5,17031081403,41.8909220259,"{u'type': u'Point', u'coordinates': [-87.6188683546, 41.8909220259]}",-87.6188683546,8,False,0,2019-12-31T23:30:00.000,03ee427a844b84460471f0fa25d47618091a2aa0,1.302417,522,2019-12-31T23:30:00.000,7.55,1
1861,2.55,,41.7402057565,"{u'type': u'Point', u'coordinates': [-87.6159695226, 41.7402057565]}",-87.6159695226,44,7.5,,41.7296764229,"{u'type': u'Point', u'coordinates': [-87.5727171342, 41.7296764229]}",-87.5727171342,48,False,0,2019-12-31T23:45:00.000,592e8189b6f41e0bcea6834a00e47a09a77b0768,3.976321,612,2019-12-31T23:30:00.000,10.05,1
1862,2.55,17031063000,41.9363101308,"{u'type': u'Point', u'coordinates': [-87.6515625922, 41.9363101308]}",-87.6515625922,6,10,17031081800,41.8932163595,"{u'type': u'Point', u'coordinates': [-87.6378442095, 41.8932163595]}",-87.6378442095,8,False,0,2019-12-31T23:45:00.000,57fd9aede8897a5c9184af313bfc855f3572332f,3.474161,1038,2019-12-31T23:30:00.000,12.55,1
1863,2.55,17031080300,41.9074919303,"{u'type': u'Point', u'coordinates': [-87.6357600901, 41.9074919303]}",-87.6357600901,8,5,17031081700,41.8920421365,"{u'type': u'Point', u'coordinates': [-87.6318639497, 41.8920421365]}",-87.6318639497,8,False,0,2019-12-31T23:45:00.000,32991f1cc077f8de47fc2015a1bb20c64cfe033b,1.219973,501,2019-12-31T23:30:00.000,7.55,1
1864,2.55,17031310200,41.856309817,"{u'type': u'Point', u'coordinates': [-87.644209287, 41.856309817]}",-87.644209287,31,5,17031841100,41.8510178239,"{u'type': u'Point', u'coordinates': [-87.6350918563, 41.8510178239]}",-87.6350918563,34,False,0,2019-12-31T23:30:00.000,580e80dc2c208363807da5339fe3c5c37c7b051b,1.005657,301,2019-12-31T23:30:00.000,7.55,1
1865,2.55,17031081700,41.8920421365,"{u'type': u'Point', u'coordinates': [-87.6318639497, 41.8920421365]}",-87.6318639497,8,5,17031081800,41.8932163595,"{u'type': u'Point', u'coordinates': [-87.6378442095, 41.8932163595]}",-87.6378442095,8,False,0,2019-12-31T23:45:00.000,5947789c7fc4dc8f976f90ff3c629b4412433b86,0.358305,804,2019-12-31T23:30:00.000,7.55,1
1866,2.55,17031230700,41.9063227109,"{u'type': u'Point', u'coordinates': [-87.7215382944, 41.9063227109]}",-87.7215382944,23,12.5,17031081500,41.8925077809,"{u'type': u'Point', u'coordinates': [-87.6262149064, 41.8925077809]}",-87.6262149064,8,False,0,2019-12-31T23:45:00.000,586d8223a44f2c0cf96d4b40042ae276c56f8252,5.919864,1423,2019-12-31T23:30:00.000,15.05,1
1867,2.55,17031230900,41.9066839592,"{u'type': u'Point', u'coordinates': [-87.7103539349, 41.9066839592]}",-87.7103539349,23,10,17031842200,41.9049353016,"{u'type': u'Point', u'coordinates': [-87.6499072264, 41.9049353016]}",-87.6499072264,8,False,0,2019-12-31T23:45:00.000,3331c7856cd1a17044a068a6ce6ed9c69b159843,3.904725,981,2019-12-31T23:30:00.000,12.55,1
1868,2.55,,41.795430631,"{u'type': u'Point', u'coordinates': [-87.6964352325, 41.795430631]}",-87.6964352325,63,2.5,,41.795430631,"{u'type': u'Point', u'coordinates': [-87.6964352325, 41.795430631]}",-87.6964352325,63,False,0,2019-12-31T23:30:00.000,332038525ae82f1b505d8492566d0ad2ecc25de2,0.54469,174,2019-12-31T23:30:00.000,5.05,1
1869,2.55,17031839100,41.8809944707,"{u'type': u'Point', u'coordinates': [-87.6327464887, 41.8809944707]}",-87.6327464887,32,7.5,17031833000,41.8852813201,"{u'type': u'Point', u'coordinates': [-87.6572331997, 41.8852813201]}",-87.6572331997,28,True,0,2019-12-31T23:45:00.000,0f7d5d674361e6245007969c8913d72b486955e4,1.830785,1390,2019-12-31T23:30:00.000,10.05,1
1870,7.55,17031220300,41.9284649843,"{u'type': u'Point', u'coordinates': [-87.6950866748, 41.9284649843]}",-87.6950866748,22,20,17031980100,41.785998518,"{u'type': u'Point', u'coordinates': [-87.7509342894, 41.785998518]}",-87.7509342894,56,False,2,2019-12-31T23:45:00.000,18985117063699deee427e72ea2874f0c0cfb335,14.520557,1316,2019-12-31T23:30:00.000,29.55,1
1871,2.55,17031062100,41.9426918444,"{u'type': u'Point', u'coordinates': [-87.6517705068, 41.9426918444]}",-87.6517705068,6,5,17031063000,41.9363101308,"{u'type': u'Point', u'coordinates': [-87.6515625922, 41.9363101308]}",-87.6515625922,6,False,1,2019-12-31T23:45:00.000,57cfff84015e78af918ea594eee220f95cdf1d03,1.042671,329,2019-12-31T23:30:00.000,8.55,1
1872,2.55,17031320100,41.8849871918,"{u'type': u'Point', u'coordinates': [-87.6209929134, 41.8849871918]}",-87.6209929134,32,10,17031071000,41.9217014922,"{u'type': u'Point', u'coordinates': [-87.6559118484, 41.9217014922]}",-87.6559118484,7,False,0,2019-12-31T23:45:00.000,3340a43a0ae8ff97b0248e2e30e0873ac93a9f8d,4.953468,976,2019-12-31T23:30:00.000,12.55,1
1873,2.55,17031430101,41.7697847237,"{u'type': u'Point', u'coordinates': [-87.5739519554, 41.7697847237]}",-87.5739519554,43,5,17031841800,41.7662994252,"{u'type': u'Point', u'coordinates': [-87.5993944745, 41.7662994252]}",-87.5993944745,69,False,0,2019-12-31T23:30:00.000,59bff078d057aca456ef781a6d6bcc2b7915218c,1.796774,539,2019-12-31T23:30:00.000,7.55,1
1874,2.55,17031221300,41.9211259143,"{u'type': u'Point', u'coordinates': [-87.6997544065, 41.9211259143]}",-87.6997544065,22,5,17031220702,41.9297590466,"{u'type': u'Point', u'coordinates': [-87.724267094, 41.9297590466]}",-87.724267094,22,False,0,2019-12-31T23:45:00.000,13702172a51b17bc9c2268681dd57cf1187a4f25,1.601032,480,2019-12-31T23:30:00.000,7.55,1
1875,2.55,17031050200,41.957735565,"{u'type': u'Point', u'coordinates': [-87.683718102, 41.957735565]}",-87.683718102,5,12.5,17031081700,41.8920421365,"{u'type': u'Point', u'coordinates': [-87.6318639497, 41.8920421365]}",-87.6318639497,8,False,0,2019-12-31T23:45:00.000,08e9588a1495a7e3582aeb25faf5186b2a68bdb5,6.8019,1167,2019-12-31T23:30:00.000,15.05,1
1876,2.55,17031330100,41.859349715,"{u'type': u'Point', u'coordinates': [-87.6173580061, 41.859349715]}",-87.6173580061,33,17.5,17031830600,42.0016981937,"{u'type': u'Point', u'coordinates': [-87.6735740325, 42.0016981937]}",-87.6735740325,1,False,0,2020-01-01T00:00:00.000,330037680cda5f78e4d29a36496b8db7973bacc5,11.146113,1306,2019-12-31T23:30:00.000,20.05,1
1877,3.11,17031320600,41.8706073724,"{u'type': u'Point', u'coordinates': [-87.6221729369, 41.8706073724]}",-87.6221729369,32,7.5,17031841000,41.8492467545,"{u'type': u'Point', u'coordinates': [-87.6241352979, 41.8492467545]}",-87.6241352979,33,False,0,2019-12-31T23:45:00.000,0d171c5d78df7010a52b74da917075571e012375,1.59839,478,2019-12-31T23:30:00.000,10.61,1
1878,3.11,17031839000,41.8710158803,"{u'type': u'Point', u'coordinates': [-87.6314065252, 41.8710158803]}",-87.6314065252,32,7.5,17031283800,41.8634226841,"{u'type': u'Point', u'coordinates': [-87.6537566193, 41.8634226841]}",-87.6537566193,28,False,0,2019-12-31T23:45:00.000,0d1d189033ffa71db6a1d715f2a504ee46440ab2,1.906596,573,2019-12-31T23:30:00.000,10.61,1
1879,8.3,,,,,,22.5,17031980000,41.9790708201,"{u'type': u'Point', u'coordinates': [-87.9030396611, 41.9790708201]}",-87.9030396611,76,False,5,2020-01-01T00:00:00.000,337f0a6452e192ca088e3d19d6783c804446f419,18.523611,1402,2019-12-31T23:30:00.000,35.8,1
1880,2.55,17031081402,41.8919715078,"{u'type': u'Point', u'coordinates': [-87.6129454143, 41.8919715078]}",-87.6129454143,8,7.5,17031071200,41.9218549112,"{u'type': u'Point', u'coordinates': [-87.6462109769, 41.9218549112]}",-87.6462109769,7,False,0,2019-12-31T23:45:00.000,0d0f167f5d777081eb1d5068c2c16cbc8a0d9e21,3.086817,846,2019-12-31T23:30:00.000,10.05,1
1881,2.55,17031480300,41.7291990754,"{u'type': u'Point', u'coordinates': [-87.5879864909, 41.7291990754]}",-87.5879864909,48,20,17031320600,41.8706073724,"{u'type': u'Point', u'coordinates': [-87.6221729369, 41.8706073724]}",-87.6221729369,32,False,0,2019-12-31T23:45:00.000,13803c298c8a9f5cc9bd9a4c8ed974b5efe5d4dd,13.392119,1431,2019-12-31T23:30:00.000,22.55,1
1882,2.85,17031241400,41.906025969,"{u'type': u'Point', u'coordinates': [-87.6753116216, 41.906025969]}",-87.6753116216,24,12.5,17031080100,41.9075200747,"{u'type': u'Point', u'coordinates': [-87.6266589003, 41.9075200747]}",-87.6266589003,8,False,0,2019-12-31T23:45:00.000,13c411c37ab172678b1494a5c23cebfe94a5892a,2.661692,908,2019-12-31T23:30:00.000,15.35,1
1883,2.55,17031241600,41.9066507664,"{u'type': u'Point', u'coordinates': [-87.6653376596, 41.9066507664]}",-87.6653376596,24,5,17031240300,41.9123643542,"{u'type': u'Point', u'coordinates': [-87.6750627566, 41.9123643542]}",-87.6750627566,24,False,0,2019-12-31T23:30:00.000,21218f3a86e15455cb5d30495da291b4d5dfacdc,1.022058,268,2019-12-31T23:30:00.000,7.55,1
1884,2.55,17031840800,41.8408329604,"{u'type': u'Point', u'coordinates': [-87.7073712344, 41.8408329604]}",-87.7073712344,30,7.5,,,,,,True,0,2019-12-31T23:45:00.000,138d85501beaefd3df0ce9709ebd2c638bb259cf,4.301556,802,2019-12-31T23:30:00.000,10.05,2
1885,2.55,,41.9442266014,"{u'type': u'Point', u'coordinates': [-87.6559981815, 41.9442266014]}",-87.6559981815,6,5,,41.9442266014,"{u'type': u'Point', u'coordinates': [-87.6559981815, 41.9442266014]}",-87.6559981815,6,False,0,2019-12-31T23:45:00.000,335b4f9c3822ee0501bb5276c51051c718b9b054,1.429483,303,2019-12-31T23:30:00.000,7.55,1
1886,2.55,,,,,,10,17031031200,41.9727095466,"{u'type': u'Point', u'coordinates': [-87.6573411073, 41.9727095466]}",-87.6573411073,3,False,0,2019-12-31T23:45:00.000,325952fb5d5031e074213ba4f0c1a1f58cf41874,5.090284,985,2019-12-31T23:30:00.000,12.55,1
1887,2.55,17031839100,41.8809944707,"{u'type': u'Point', u'coordinates': [-87.6327464887, 41.8809944707]}",-87.6327464887,32,5,17031839000,41.8710158803,"{u'type': u'Point', u'coordinates': [-87.6314065252, 41.8710158803]}",-87.6314065252,32,False,0,2019-12-31T23:30:00.000,57efe133d2b74a037ef9dbe41183096e1069318d,0.909979,303,2019-12-31T23:30:00.000,7.55,1
1888,2.55,17031390700,41.8059116993,"{u'type': u'Point', u'coordinates': [-87.5874792581, 41.8059116993]}",-87.5874792581,39,17.5,17031240800,41.9120734929,"{u'type': u'Point', u'coordinates': [-87.6994797204, 41.9120734929]}",-87.6994797204,24,False,0,2019-12-31T23:45:00.000,592d78861f3f82d214a5900c4ce9618b5eb264b3,13.009156,1366,2019-12-31T23:30:00.000,20.05,1
1889,3.11,,41.7065878819,"{u'type': u'Point', u'coordinates': [-87.6233665115, 41.7065878819]}",-87.6233665115,49,10,,41.6906333472,"{u'type': u'Point', u'coordinates': [-87.5700582686, 41.6906333472]}",-87.5700582686,51,False,0,2019-12-31T23:45:00.000,5a892f831cfe1d7015c2420be43d1c45eb86110b,4.438961,686,2019-12-31T23:30:00.000,13.11,1
1890,2.55,17031071400,41.922082541,"{u'type': u'Point', u'coordinates': [-87.6341560931, 41.922082541]}",-87.6341560931,7,5,17031080100,41.9075200747,"{u'type': u'Point', u'coordinates': [-87.6266589003, 41.9075200747]}",-87.6266589003,8,False,3,2019-12-31T23:45:00.000,576a11bc78703389d7e7ddd4c83de21c3c227864,1.877073,542,2019-12-31T23:30:00.000,10.55,1
1891,2.55,17031320100,41.8849871918,"{u'type': u'Point', u'coordinates': [-87.6209929134, 41.8849871918]}",-87.6209929134,32,7.5,17031241400,41.906025969,"{u'type': u'Point', u'coordinates': [-87.6753116216, 41.906025969]}",-87.6753116216,24,False,0,2019-12-31T23:45:00.000,220a366e844b33269e339d3858b10320ac319a74,3.526702,764,2019-12-31T23:30:00.000,10.05,1
1892,2.55,17031020100,42.0157199072,"{u'type': u'Point', u'coordinates': [-87.6871159899, 42.0157199072]}",-87.6871159899,2,2.5,,,,,,False,3,2019-12-31T23:30:00.000,186bbeac4e2a64cf639f1ec70cecb9c2283e4136,0.649891,194,2019-12-31T23:30:00.000,8.05,1
1893,2.55,,41.7788768603,"{u'type': u'Point', u'coordinates': [-87.5949254391, 41.7788768603]}",-87.5949254391,42,5,,41.7788768603,"{u'type': u'Point', u'coordinates': [-87.5949254391, 41.7788768603]}",-87.5949254391,42,False,0,2019-12-31T23:30:00.000,02493cd230eedc5e5308ac91c49944d89d8281d7,0.965239,293,2019-12-31T23:30:00.000,7.55,1
1894,2.55,17031031200,41.9727095466,"{u'type': u'Point', u'coordinates': [-87.6573411073, 41.9727095466]}",-87.6573411073,3,5,17031032100,41.9581548757,"{u'type': u'Point', u'coordinates': [-87.6530217894, 41.9581548757]}",-87.6530217894,3,False,0,2019-12-31T23:45:00.000,5744ecf6a894253cced5e494515985b7888188bd,1.444313,349,2019-12-31T23:30:00.000,7.55,1
1895,2.55,17031081201,41.8991556134,"{u'type': u'Point', u'coordinates': [-87.6262105324, 41.8991556134]}",-87.6262105324,8,15,17031200200,41.9278531896,"{u'type': u'Point', u'coordinates': [-87.7356259487, 41.9278531896]}",-87.7356259487,20,False,0,2019-12-31T23:45:00.000,578cf84b7142aa838bbaf301b7770a61d1b5b186,7.566515,1274,2019-12-31T23:30:00.000,17.55,1
1896,2.55,,41.7296764229,"{u'type': u'Point', u'coordinates': [-87.5727171342, 41.7296764229]}",-87.5727171342,48,2.5,,41.7412427285,"{u'type': u'Point', u'coordinates': [-87.551428197, 41.7412427285]}",-87.551428197,46,False,0,2019-12-31T23:30:00.000,0d2744eb70802c6c6b6c9f8eb8cc2a54f493ce28,0.839347,201,2019-12-31T23:30:00.000,5.05,1
1897,2.55,17031210502,41.9337850524,"{u'type': u'Point', u'coordinates': [-87.7220523299, 41.9337850524]}",-87.7220523299,21,15,17031840100,41.8418595653,"{u'type': u'Point', u'coordinates': [-87.6392016498, 41.8418595653]}",-87.6392016498,60,False,0,2019-12-31T23:45:00.000,21de03ddbf243a5ead7c9c57dc5401befdf65be4,10.00331,1100,2019-12-31T23:30:00.000,17.55,1
1898,2.55,17031010503,42.0003203059,"{u'type': u'Point', u'coordinates': [-87.6631267998, 42.0003203059]}",-87.6631267998,1,10,17031062000,41.942577185,"{u'type': u'Point', u'coordinates': [-87.6470785093, 41.942577185]}",-87.6470785093,6,False,1,2019-12-31T23:45:00.000,18dffc4c99da7cfba85da245b9444ba4121f0adf,5.510408,883,2019-12-31T23:30:00.000,13.55,1
1899,2.55,17031081700,41.8920421365,"{u'type': u'Point', u'coordinates': [-87.6318639497, 41.8920421365]}",-87.6318639497,8,5,17031080300,41.9074919303,"{u'type': u'Point', u'coordinates': [-87.6357600901, 41.9074919303]}",-87.6357600901,8,False,0,2019-12-31T23:30:00.000,5ae524bc288972119465d02cfc50f8c8f552e363,1.532559,421,2019-12-31T23:30:00.000,7.55,1
